id,value,category,timestamp
8657,value8657,category2,2023-01-18
8658,value8658,category3,2023-01-19
8659,value8659,category4,2023-01-20
8660,value8660,category0,2023-01-21
8661,value8661,category1,2023-01-22
8662,value8662,category2,2023-01-23
8663,value8663,category3,2023-01-24
8664,value8664,category4,2023-01-25
8665,value8665,category0,2023-01-26
8666,value8666,category1,2023-01-27
8667,value8667,category2,2023-01-28
8668,value8668,category3,2023-01-29
8669,value8669,category4,2023-01-30
8670,value8670,category0,2023-01-01
8671,value8671,category1,2023-01-02
8672,value8672,category2,2023-01-03
8673,value8673,category3,2023-01-04
8674,value8674,category4,2023-01-05
8675,value8675,category0,2023-01-06
8676,value8676,category1,2023-01-07
8677,value8677,category2,2023-01-08
8678,value8678,category3,2023-01-09
8679,value8679,category4,2023-01-10
8680,value8680,category0,2023-01-11
8681,value8681,category1,2023-01-12
8682,value8682,category2,2023-01-13
8683,value8683,category3,2023-01-14
8684,value8684,category4,2023-01-15
8685,value8685,category0,2023-01-16
8686,value8686,category1,2023-01-17
8687,value8687,category2,2023-01-18
8688,value8688,category3,2023-01-19
8689,value8689,category4,2023-01-20
8690,value8690,category0,2023-01-21
8691,value8691,category1,2023-01-22
8692,value8692,category2,2023-01-23
8693,value8693,category3,2023-01-24
8694,value8694,category4,2023-01-25
8695,value8695,category0,2023-01-26
8696,value8696,category1,2023-01-27
8697,value8697,category2,2023-01-28
8698,value8698,category3,2023-01-29
8699,value8699,category4,2023-01-30
8700,value8700,category0,2023-01-01
8701,value8701,category1,2023-01-02
8702,value8702,category2,2023-01-03
8703,value8703,category3,2023-01-04
8704,value8704,category4,2023-01-05
8705,value8705,category0,2023-01-06
8706,value8706,category1,2023-01-07
8707,value8707,category2,2023-01-08
8708,value8708,category3,2023-01-09
8709,value8709,category4,2023-01-10
8710,value8710,category0,2023-01-11
8711,value8711,category1,2023-01-12
8712,value8712,category2,2023-01-13
8713,value8713,category3,2023-01-14
8714,value8714,category4,2023-01-15
8715,value8715,category0,2023-01-16
8716,value8716,category1,2023-01-17
8717,value8717,category2,2023-01-18
8718,value8718,category3,2023-01-19
8719,value8719,category4,2023-01-20
8720,value8720,category0,2023-01-21
8721,value8721,category1,2023-01-22
8722,value8722,category2,2023-01-23
8723,value8723,category3,2023-01-24
8724,value8724,category4,2023-01-25
8725,value8725,category0,2023-01-26
8726,value8726,category1,2023-01-27
8727,value8727,category2,2023-01-28
8728,value8728,category3,2023-01-29
8729,value8729,category4,2023-01-30
8730,value8730,category0,2023-01-01
8731,value8731,category1,2023-01-02
8732,value8732,category2,2023-01-03
8733,value8733,category3,2023-01-04
8734,value8734,category4,2023-01-05
8735,value8735,category0,2023-01-06
8736,value8736,category1,2023-01-07
8737,value8737,category2,2023-01-08
8738,value8738,category3,2023-01-09
8739,value8739,category4,2023-01-10
8740,value8740,category0,2023-01-11
8741,value8741,category1,2023-01-12
8742,value8742,category2,2023-01-13
8743,value8743,category3,2023-01-14
8744,value8744,category4,2023-01-15
8745,value8745,category0,2023-01-16
8746,value8746,category1,2023-01-17
8747,value8747,category2,2023-01-18
8748,value8748,category3,2023-01-19
8749,value8749,category4,2023-01-20
8750,value8750,category0,2023-01-21
8751,value8751,category1,2023-01-22
8752,value8752,category2,2023-01-23
8753,value8753,category3,2023-01-24
8754,value8754,category4,2023-01-25
8755,value8755,category0,2023-01-26
8756,value8756,category1,2023-01-27
8757,value8757,category2,2023-01-28
8758,value8758,category3,2023-01-29
8759,value8759,category4,2023-01-30
8760,value8760,category0,2023-01-01
8761,value8761,category1,2023-01-02
8762,value8762,category2,2023-01-03
8763,value8763,category3,2023-01-04
8764,value8764,category4,2023-01-05
8765,value8765,category0,2023-01-06
8766,value8766,category1,2023-01-07
8767,value8767,category2,2023-01-08
8768,value8768,category3,2023-01-09
8769,value8769,category4,2023-01-10
8770,value8770,category0,2023-01-11
8771,value8771,category1,2023-01-12
8772,value8772,category2,2023-01-13
8773,value8773,category3,2023-01-14
8774,value8774,category4,2023-01-15
8775,value8775,category0,2023-01-16
8776,value8776,category1,2023-01-17
8777,value8777,category2,2023-01-18
8778,value8778,category3,2023-01-19
8779,value8779,category4,2023-01-20
8780,value8780,category0,2023-01-21
8781,value8781,category1,2023-01-22
8782,value8782,category2,2023-01-23
8783,value8783,category3,2023-01-24
8784,value8784,category4,2023-01-25
8785,value8785,category0,2023-01-26
8786,value8786,category1,2023-01-27
8787,value8787,category2,2023-01-28
8788,value8788,category3,2023-01-29
8789,value8789,category4,2023-01-30
8790,value8790,category0,2023-01-01
8791,value8791,category1,2023-01-02
8792,value8792,category2,2023-01-03
8793,value8793,category3,2023-01-04
8794,value8794,category4,2023-01-05
8795,value8795,category0,2023-01-06
8796,value8796,category1,2023-01-07
8797,value8797,category2,2023-01-08
8798,value8798,category3,2023-01-09
8799,value8799,category4,2023-01-10
8800,value8800,category0,2023-01-11
8801,value8801,category1,2023-01-12
8802,value8802,category2,2023-01-13
8803,value8803,category3,2023-01-14
8804,value8804,category4,2023-01-15
8805,value8805,category0,2023-01-16
8806,value8806,category1,2023-01-17
8807,value8807,category2,2023-01-18
8808,value8808,category3,2023-01-19
8809,value8809,category4,2023-01-20
8810,value8810,category0,2023-01-21
8811,value8811,category1,2023-01-22
8812,value8812,category2,2023-01-23
8813,value8813,category3,2023-01-24
8814,value8814,category4,2023-01-25
8815,value8815,category0,2023-01-26
8816,value8816,category1,2023-01-27
8817,value8817,category2,2023-01-28
8818,value8818,category3,2023-01-29
8819,value8819,category4,2023-01-30
8820,value8820,category0,2023-01-01
8821,value8821,category1,2023-01-02
8822,value8822,category2,2023-01-03
8823,value8823,category3,2023-01-04
8824,value8824,category4,2023-01-05
8825,value8825,category0,2023-01-06
8826,value8826,category1,2023-01-07
8827,value8827,category2,2023-01-08
8828,value8828,category3,2023-01-09
8829,value8829,category4,2023-01-10
8830,value8830,category0,2023-01-11
8831,value8831,category1,2023-01-12
8832,value8832,category2,2023-01-13
8833,value8833,category3,2023-01-14
8834,value8834,category4,2023-01-15
8835,value8835,category0,2023-01-16
8836,value8836,category1,2023-01-17
8837,value8837,category2,2023-01-18
8838,value8838,category3,2023-01-19
8839,value8839,category4,2023-01-20
8840,value8840,category0,2023-01-21
8841,value8841,category1,2023-01-22
8842,value8842,category2,2023-01-23
8843,value8843,category3,2023-01-24
8844,value8844,category4,2023-01-25
8845,value8845,category0,2023-01-26
8846,value8846,category1,2023-01-27
8847,value8847,category2,2023-01-28
8848,value8848,category3,2023-01-29
8849,value8849,category4,2023-01-30
8850,value8850,category0,2023-01-01
8851,value8851,category1,2023-01-02
8852,value8852,category2,2023-01-03
8853,value8853,category3,2023-01-04
8854,value8854,category4,2023-01-05
8855,value8855,category0,2023-01-06
8856,value8856,category1,2023-01-07
8857,value8857,category2,2023-01-08
8858,value8858,category3,2023-01-09
8859,value8859,category4,2023-01-10
8860,value8860,category0,2023-01-11
8861,value8861,category1,2023-01-12
8862,value8862,category2,2023-01-13
8863,value8863,category3,2023-01-14
8864,value8864,category4,2023-01-15
8865,value8865,category0,2023-01-16
8866,value8866,category1,2023-01-17
8867,value8867,category2,2023-01-18
8868,value8868,category3,2023-01-19
8869,value8869,category4,2023-01-20
8870,value8870,category0,2023-01-21
8871,value8871,category1,2023-01-22
8872,value8872,category2,2023-01-23
8873,value8873,category3,2023-01-24
8874,value8874,category4,2023-01-25
8875,value8875,category0,2023-01-26
8876,value8876,category1,2023-01-27
8877,value8877,category2,2023-01-28
8878,value8878,category3,2023-01-29
8879,value8879,category4,2023-01-30
8880,value8880,category0,2023-01-01
8881,value8881,category1,2023-01-02
8882,value8882,category2,2023-01-03
8883,value8883,category3,2023-01-04
8884,value8884,category4,2023-01-05
8885,value8885,category0,2023-01-06
8886,value8886,category1,2023-01-07
8887,value8887,category2,2023-01-08
8888,value8888,category3,2023-01-09
8889,value8889,category4,2023-01-10
8890,value8890,category0,2023-01-11
8891,value8891,category1,2023-01-12
8892,value8892,category2,2023-01-13
8893,value8893,category3,2023-01-14
8894,value8894,category4,2023-01-15
8895,value8895,category0,2023-01-16
8896,value8896,category1,2023-01-17
8897,value8897,category2,2023-01-18
8898,value8898,category3,2023-01-19
8899,value8899,category4,2023-01-20
8900,value8900,category0,2023-01-21
8901,value8901,category1,2023-01-22
8902,value8902,category2,2023-01-23
8903,value8903,category3,2023-01-24
8904,value8904,category4,2023-01-25
8905,value8905,category0,2023-01-26
8906,value8906,category1,2023-01-27
8907,value8907,category2,2023-01-28
8908,value8908,category3,2023-01-29
8909,value8909,category4,2023-01-30
8910,value8910,category0,2023-01-01
8911,value8911,category1,2023-01-02
8912,value8912,category2,2023-01-03
8913,value8913,category3,2023-01-04
8914,value8914,category4,2023-01-05
8915,value8915,category0,2023-01-06
8916,value8916,category1,2023-01-07
8917,value8917,category2,2023-01-08
8918,value8918,category3,2023-01-09
8919,value8919,category4,2023-01-10
8920,value8920,category0,2023-01-11
8921,value8921,category1,2023-01-12
8922,value8922,category2,2023-01-13
8923,value8923,category3,2023-01-14
8924,value8924,category4,2023-01-15
8925,value8925,category0,2023-01-16
8926,value8926,category1,2023-01-17
8927,value8927,category2,2023-01-18
8928,value8928,category3,2023-01-19
8929,value8929,category4,2023-01-20
8930,value8930,category0,2023-01-21
8931,value8931,category1,2023-01-22
8932,value8932,category2,2023-01-23
8933,value8933,category3,2023-01-24
8934,value8934,category4,2023-01-25
8935,value8935,category0,2023-01-26
8936,value8936,category1,2023-01-27
8937,value8937,category2,2023-01-28
8938,value8938,category3,2023-01-29
8939,value8939,category4,2023-01-30
8940,value8940,category0,2023-01-01
8941,value8941,category1,2023-01-02
8942,value8942,category2,2023-01-03
8943,value8943,category3,2023-01-04
8944,value8944,category4,2023-01-05
8945,value8945,category0,2023-01-06
8946,value8946,category1,2023-01-07
8947,value8947,category2,2023-01-08
8948,value8948,category3,2023-01-09
8949,value8949,category4,2023-01-10
8950,value8950,category0,2023-01-11
8951,value8951,category1,2023-01-12
8952,value8952,category2,2023-01-13
8953,value8953,category3,2023-01-14
8954,value8954,category4,2023-01-15
8955,value8955,category0,2023-01-16
8956,value8956,category1,2023-01-17
8957,value8957,category2,2023-01-18
8958,value8958,category3,2023-01-19
8959,value8959,category4,2023-01-20
8960,value8960,category0,2023-01-21
8961,value8961,category1,2023-01-22
8962,value8962,category2,2023-01-23
8963,value8963,category3,2023-01-24
8964,value8964,category4,2023-01-25
8965,value8965,category0,2023-01-26
8966,value8966,category1,2023-01-27
8967,value8967,category2,2023-01-28
8968,value8968,category3,2023-01-29
8969,value8969,category4,2023-01-30
8970,value8970,category0,2023-01-01
8971,value8971,category1,2023-01-02
8972,value8972,category2,2023-01-03
8973,value8973,category3,2023-01-04
8974,value8974,category4,2023-01-05
8975,value8975,category0,2023-01-06
8976,value8976,category1,2023-01-07
8977,value8977,category2,2023-01-08
8978,value8978,category3,2023-01-09
8979,value8979,category4,2023-01-10
8980,value8980,category0,2023-01-11
8981,value8981,category1,2023-01-12
8982,value8982,category2,2023-01-13
8983,value8983,category3,2023-01-14
8984,value8984,category4,2023-01-15
8985,value8985,category0,2023-01-16
8986,value8986,category1,2023-01-17
8987,value8987,category2,2023-01-18
8988,value8988,category3,2023-01-19
8989,value8989,category4,2023-01-20
8990,value8990,category0,2023-01-21
8991,value8991,category1,2023-01-22
8992,value8992,category2,2023-01-23
8993,value8993,category3,2023-01-24
8994,value8994,category4,2023-01-25
8995,value8995,category0,2023-01-26
8996,value8996,category1,2023-01-27
8997,value8997,category2,2023-01-28
8998,value8998,category3,2023-01-29
8999,value8999,category4,2023-01-30
9000,value9000,category0,2023-01-01
9001,value9001,category1,2023-01-02
9002,value9002,category2,2023-01-03
9003,value9003,category3,2023-01-04
9004,value9004,category4,2023-01-05
9005,value9005,category0,2023-01-06
9006,value9006,category1,2023-01-07
9007,value9007,category2,2023-01-08
9008,value9008,category3,2023-01-09
9009,value9009,category4,2023-01-10
9010,value9010,category0,2023-01-11
9011,value9011,category1,2023-01-12
9012,value9012,category2,2023-01-13
9013,value9013,category3,2023-01-14
9014,value9014,category4,2023-01-15
9015,value9015,category0,2023-01-16
9016,value9016,category1,2023-01-17
9017,value9017,category2,2023-01-18
9018,value9018,category3,2023-01-19
9019,value9019,category4,2023-01-20
9020,value9020,category0,2023-01-21
9021,value9021,category1,2023-01-22
9022,value9022,category2,2023-01-23
9023,value9023,category3,2023-01-24
9024,value9024,category4,2023-01-25
9025,value9025,category0,2023-01-26
9026,value9026,category1,2023-01-27
9027,value9027,category2,2023-01-28
9028,value9028,category3,2023-01-29
9029,value9029,category4,2023-01-30
9030,value9030,category0,2023-01-01
9031,value9031,category1,2023-01-02
9032,value9032,category2,2023-01-03
9033,value9033,category3,2023-01-04
9034,value9034,category4,2023-01-05
9035,value9035,category0,2023-01-06
9036,value9036,category1,2023-01-07
9037,value9037,category2,2023-01-08
9038,value9038,category3,2023-01-09
9039,value9039,category4,2023-01-10
9040,value9040,category0,2023-01-11
9041,value9041,category1,2023-01-12
9042,value9042,category2,2023-01-13
9043,value9043,category3,2023-01-14
9044,value9044,category4,2023-01-15
9045,value9045,category0,2023-01-16
9046,value9046,category1,2023-01-17
9047,value9047,category2,2023-01-18
9048,value9048,category3,2023-01-19
9049,value9049,category4,2023-01-20
9050,value9050,category0,2023-01-21
9051,value9051,category1,2023-01-22
9052,value9052,category2,2023-01-23
9053,value9053,category3,2023-01-24
9054,value9054,category4,2023-01-25
9055,value9055,category0,2023-01-26
9056,value9056,category1,2023-01-27
9057,value9057,category2,2023-01-28
9058,value9058,category3,2023-01-29
9059,value9059,category4,2023-01-30
9060,value9060,category0,2023-01-01
9061,value9061,category1,2023-01-02
9062,value9062,category2,2023-01-03
9063,value9063,category3,2023-01-04
9064,value9064,category4,2023-01-05
9065,value9065,category0,2023-01-06
9066,value9066,category1,2023-01-07
9067,value9067,category2,2023-01-08
9068,value9068,category3,2023-01-09
9069,value9069,category4,2023-01-10
9070,value9070,category0,2023-01-11
9071,value9071,category1,2023-01-12
9072,value9072,category2,2023-01-13
9073,value9073,category3,2023-01-14
9074,value9074,category4,2023-01-15
9075,value9075,category0,2023-01-16
9076,value9076,category1,2023-01-17
9077,value9077,category2,2023-01-18
9078,value9078,category3,2023-01-19
9079,value9079,category4,2023-01-20
9080,value9080,category0,2023-01-21
9081,value9081,category1,2023-01-22
9082,value9082,category2,2023-01-23
9083,value9083,category3,2023-01-24
9084,value9084,category4,2023-01-25
9085,value9085,category0,2023-01-26
9086,value9086,category1,2023-01-27
9087,value9087,category2,2023-01-28
9088,value9088,category3,2023-01-29
9089,value9089,category4,2023-01-30
9090,value9090,category0,2023-01-01
9091,value9091,category1,2023-01-02
9092,value9092,category2,2023-01-03
9093,value9093,category3,2023-01-04
9094,value9094,category4,2023-01-05
9095,value9095,category0,2023-01-06
9096,value9096,category1,2023-01-07
9097,value9097,category2,2023-01-08
9098,value9098,category3,2023-01-09
9099,value9099,category4,2023-01-10
9100,value9100,category0,2023-01-11
9101,value9101,category1,2023-01-12
9102,value9102,category2,2023-01-13
9103,value9103,category3,2023-01-14
9104,value9104,category4,2023-01-15
9105,value9105,category0,2023-01-16
9106,value9106,category1,2023-01-17
9107,value9107,category2,2023-01-18
9108,value9108,category3,2023-01-19
9109,value9109,category4,2023-01-20
9110,value9110,category0,2023-01-21
9111,value9111,category1,2023-01-22
9112,value9112,category2,2023-01-23
9113,value9113,category3,2023-01-24
9114,value9114,category4,2023-01-25
9115,value9115,category0,2023-01-26
9116,value9116,category1,2023-01-27
9117,value9117,category2,2023-01-28
9118,value9118,category3,2023-01-29
9119,value9119,category4,2023-01-30
9120,value9120,category0,2023-01-01
9121,value9121,category1,2023-01-02
9122,value9122,category2,2023-01-03
9123,value9123,category3,2023-01-04
9124,value9124,category4,2023-01-05
9125,value9125,category0,2023-01-06
9126,value9126,category1,2023-01-07
9127,value9127,category2,2023-01-08
9128,value9128,category3,2023-01-09
9129,value9129,category4,2023-01-10
9130,value9130,category0,2023-01-11
9131,value9131,category1,2023-01-12
9132,value9132,category2,2023-01-13
9133,value9133,category3,2023-01-14
9134,value9134,category4,2023-01-15
9135,value9135,category0,2023-01-16
9136,value9136,category1,2023-01-17
9137,value9137,category2,2023-01-18
9138,value9138,category3,2023-01-19
9139,value9139,category4,2023-01-20
9140,value9140,category0,2023-01-21
9141,value9141,category1,2023-01-22
9142,value9142,category2,2023-01-23
9143,value9143,category3,2023-01-24
9144,value9144,category4,2023-01-25
9145,value9145,category0,2023-01-26
9146,value9146,category1,2023-01-27
9147,value9147,category2,2023-01-28
9148,value9148,category3,2023-01-29
9149,value9149,category4,2023-01-30
9150,value9150,category0,2023-01-01
9151,value9151,category1,2023-01-02
9152,value9152,category2,2023-01-03
9153,value9153,category3,2023-01-04
9154,value9154,category4,2023-01-05
9155,value9155,category0,2023-01-06
9156,value9156,category1,2023-01-07
9157,value9157,category2,2023-01-08
9158,value9158,category3,2023-01-09
9159,value9159,category4,2023-01-10
9160,value9160,category0,2023-01-11
9161,value9161,category1,2023-01-12
9162,value9162,category2,2023-01-13
9163,value9163,category3,2023-01-14
9164,value9164,category4,2023-01-15
9165,value9165,category0,2023-01-16
9166,value9166,category1,2023-01-17
9167,value9167,category2,2023-01-18
9168,value9168,category3,2023-01-19
9169,value9169,category4,2023-01-20
9170,value9170,category0,2023-01-21
9171,value9171,category1,2023-01-22
9172,value9172,category2,2023-01-23
9173,value9173,category3,2023-01-24
9174,value9174,category4,2023-01-25
9175,value9175,category0,2023-01-26
9176,value9176,category1,2023-01-27
9177,value9177,category2,2023-01-28
9178,value9178,category3,2023-01-29
9179,value9179,category4,2023-01-30
9180,value9180,category0,2023-01-01
9181,value9181,category1,2023-01-02
9182,value9182,category2,2023-01-03
9183,value9183,category3,2023-01-04
9184,value9184,category4,2023-01-05
9185,value9185,category0,2023-01-06
9186,value9186,category1,2023-01-07
9187,value9187,category2,2023-01-08
9188,value9188,category3,2023-01-09
9189,value9189,category4,2023-01-10
9190,value9190,category0,2023-01-11
9191,value9191,category1,2023-01-12
9192,value9192,category2,2023-01-13
9193,value9193,category3,2023-01-14
9194,value9194,category4,2023-01-15
9195,value9195,category0,2023-01-16
9196,value9196,category1,2023-01-17
9197,value9197,category2,2023-01-18
9198,value9198,category3,2023-01-19
9199,value9199,category4,2023-01-20
9200,value9200,category0,2023-01-21
9201,value9201,category1,2023-01-22
9202,value9202,category2,2023-01-23
9203,value9203,category3,2023-01-24
9204,value9204,category4,2023-01-25
9205,value9205,category0,2023-01-26
9206,value9206,category1,2023-01-27
9207,value9207,category2,2023-01-28
9208,value9208,category3,2023-01-29
9209,value9209,category4,2023-01-30
9210,value9210,category0,2023-01-01
9211,value9211,category1,2023-01-02
9212,value9212,category2,2023-01-03
9213,value9213,category3,2023-01-04
9214,value9214,category4,2023-01-05
9215,value9215,category0,2023-01-06
9216,value9216,category1,2023-01-07
9217,value9217,category2,2023-01-08
9218,value9218,category3,2023-01-09
9219,value9219,category4,2023-01-10
9220,value9220,category0,2023-01-11
9221,value9221,category1,2023-01-12
9222,value9222,category2,2023-01-13
9223,value9223,category3,2023-01-14
9224,value9224,category4,2023-01-15
9225,value9225,category0,2023-01-16
9226,value9226,category1,2023-01-17
9227,value9227,category2,2023-01-18
9228,value9228,category3,2023-01-19
9229,value9229,category4,2023-01-20
9230,value9230,category0,2023-01-21
9231,value9231,category1,2023-01-22
9232,value9232,category2,2023-01-23
9233,value9233,category3,2023-01-24
9234,value9234,category4,2023-01-25
9235,value9235,category0,2023-01-26
9236,value9236,category1,2023-01-27
9237,value9237,category2,2023-01-28
9238,value9238,category3,2023-01-29
9239,value9239,category4,2023-01-30
9240,value9240,category0,2023-01-01
9241,value9241,category1,2023-01-02
9242,value9242,category2,2023-01-03
9243,value9243,category3,2023-01-04
9244,value9244,category4,2023-01-05
9245,value9245,category0,2023-01-06
9246,value9246,category1,2023-01-07
9247,value9247,category2,2023-01-08
9248,value9248,category3,2023-01-09
9249,value9249,category4,2023-01-10
9250,value9250,category0,2023-01-11
9251,value9251,category1,2023-01-12
9252,value9252,category2,2023-01-13
9253,value9253,category3,2023-01-14
9254,value9254,category4,2023-01-15
9255,value9255,category0,2023-01-16
9256,value9256,category1,2023-01-17
9257,value9257,category2,2023-01-18
9258,value9258,category3,2023-01-19
9259,value9259,category4,2023-01-20
9260,value9260,category0,2023-01-21
9261,value9261,category1,2023-01-22
9262,value9262,category2,2023-01-23
9263,value9263,category3,2023-01-24
9264,value9264,category4,2023-01-25
9265,value9265,category0,2023-01-26
9266,value9266,category1,2023-01-27
9267,value9267,category2,2023-01-28
9268,value9268,category3,2023-01-29
9269,value9269,category4,2023-01-30
9270,value9270,category0,2023-01-01
9271,value9271,category1,2023-01-02
9272,value9272,category2,2023-01-03
9273,value9273,category3,2023-01-04
9274,value9274,category4,2023-01-05
9275,value9275,category0,2023-01-06
9276,value9276,category1,2023-01-07
9277,value9277,category2,2023-01-08
9278,value9278,category3,2023-01-09
9279,value9279,category4,2023-01-10
9280,value9280,category0,2023-01-11
9281,value9281,category1,2023-01-12
9282,value9282,category2,2023-01-13
9283,value9283,category3,2023-01-14
9284,value9284,category4,2023-01-15
9285,value9285,category0,2023-01-16
9286,value9286,category1,2023-01-17
9287,value9287,category2,2023-01-18
9288,value9288,category3,2023-01-19
9289,value9289,category4,2023-01-20
9290,value9290,category0,2023-01-21
9291,value9291,category1,2023-01-22
9292,value9292,category2,2023-01-23
9293,value9293,category3,2023-01-24
9294,value9294,category4,2023-01-25
9295,value9295,category0,2023-01-26
9296,value9296,category1,2023-01-27
9297,value9297,category2,2023-01-28
9298,value9298,category3,2023-01-29
9299,value9299,category4,2023-01-30
9300,value9300,category0,2023-01-01
9301,value9301,category1,2023-01-02
9302,value9302,category2,2023-01-03
9303,value9303,category3,2023-01-04
9304,value9304,category4,2023-01-05
9305,value9305,category0,2023-01-06
9306,value9306,category1,2023-01-07
9307,value9307,category2,2023-01-08
9308,value9308,category3,2023-01-09
9309,value9309,category4,2023-01-10
9310,value9310,category0,2023-01-11
9311,value9311,category1,2023-01-12
9312,value9312,category2,2023-01-13
9313,value9313,category3,2023-01-14
9314,value9314,category4,2023-01-15
9315,value9315,category0,2023-01-16
9316,value9316,category1,2023-01-17
9317,value9317,category2,2023-01-18
9318,value9318,category3,2023-01-19
9319,value9319,category4,2023-01-20
9320,value9320,category0,2023-01-21
9321,value9321,category1,2023-01-22
9322,value9322,category2,2023-01-23
9323,value9323,category3,2023-01-24
9324,value9324,category4,2023-01-25
9325,value9325,category0,2023-01-26
9326,value9326,category1,2023-01-27
9327,value9327,category2,2023-01-28
9328,value9328,category3,2023-01-29
9329,value9329,category4,2023-01-30
9330,value9330,category0,2023-01-01
9331,value9331,category1,2023-01-02
9332,value9332,category2,2023-01-03
9333,value9333,category3,2023-01-04
9334,value9334,category4,2023-01-05
9335,value9335,category0,2023-01-06
9336,value9336,category1,2023-01-07
9337,value9337,category2,2023-01-08
9338,value9338,category3,2023-01-09
9339,value9339,category4,2023-01-10
9340,value9340,category0,2023-01-11
9341,value9341,category1,2023-01-12
9342,value9342,category2,2023-01-13
9343,value9343,category3,2023-01-14
9344,value9344,category4,2023-01-15
9345,value9345,category0,2023-01-16
9346,value9346,category1,2023-01-17
9347,value9347,category2,2023-01-18
9348,value9348,category3,2023-01-19
9349,value9349,category4,2023-01-20
9350,value9350,category0,2023-01-21
9351,value9351,category1,2023-01-22
9352,value9352,category2,2023-01-23
9353,value9353,category3,2023-01-24
9354,value9354,category4,2023-01-25
9355,value9355,category0,2023-01-26
9356,value9356,category1,2023-01-27
9357,value9357,category2,2023-01-28
9358,value9358,category3,2023-01-29
9359,value9359,category4,2023-01-30
9360,value9360,category0,2023-01-01
9361,value9361,category1,2023-01-02
9362,value9362,category2,2023-01-03
9363,value9363,category3,2023-01-04
9364,value9364,category4,2023-01-05
9365,value9365,category0,2023-01-06
9366,value9366,category1,2023-01-07
9367,value9367,category2,2023-01-08
9368,value9368,category3,2023-01-09
9369,value9369,category4,2023-01-10
9370,value9370,category0,2023-01-11
9371,value9371,category1,2023-01-12
9372,value9372,category2,2023-01-13
9373,value9373,category3,2023-01-14
9374,value9374,category4,2023-01-15
9375,value9375,category0,2023-01-16
9376,value9376,category1,2023-01-17
9377,value9377,category2,2023-01-18
9378,value9378,category3,2023-01-19
9379,value9379,category4,2023-01-20
9380,value9380,category0,2023-01-21
9381,value9381,category1,2023-01-22
9382,value9382,category2,2023-01-23
9383,value9383,category3,2023-01-24
9384,value9384,category4,2023-01-25
9385,value9385,category0,2023-01-26
9386,value9386,category1,2023-01-27
9387,value9387,category2,2023-01-28
9388,value9388,category3,2023-01-29
9389,value9389,category4,2023-01-30
9390,value9390,category0,2023-01-01
9391,value9391,category1,2023-01-02
9392,value9392,category2,2023-01-03
9393,value9393,category3,2023-01-04
9394,value9394,category4,2023-01-05
9395,value9395,category0,2023-01-06
9396,value9396,category1,2023-01-07
9397,value9397,category2,2023-01-08
9398,value9398,category3,2023-01-09
9399,value9399,category4,2023-01-10
9400,value9400,category0,2023-01-11
9401,value9401,category1,2023-01-12
9402,value9402,category2,2023-01-13
9403,value9403,category3,2023-01-14
9404,value9404,category4,2023-01-15
9405,value9405,category0,2023-01-16
9406,value9406,category1,2023-01-17
9407,value9407,category2,2023-01-18
9408,value9408,category3,2023-01-19
9409,value9409,category4,2023-01-20
9410,value9410,category0,2023-01-21
9411,value9411,category1,2023-01-22
9412,value9412,category2,2023-01-23
9413,value9413,category3,2023-01-24
9414,value9414,category4,2023-01-25
9415,value9415,category0,2023-01-26
9416,value9416,category1,2023-01-27
9417,value9417,category2,2023-01-28
9418,value9418,category3,2023-01-29
9419,value9419,category4,2023-01-30
9420,value9420,category0,2023-01-01
9421,value9421,category1,2023-01-02
9422,value9422,category2,2023-01-03
9423,value9423,category3,2023-01-04
9424,value9424,category4,2023-01-05
9425,value9425,category0,2023-01-06
9426,value9426,category1,2023-01-07
9427,value9427,category2,2023-01-08
9428,value9428,category3,2023-01-09
9429,value9429,category4,2023-01-10
9430,value9430,category0,2023-01-11
9431,value9431,category1,2023-01-12
9432,value9432,category2,2023-01-13
9433,value9433,category3,2023-01-14
9434,value9434,category4,2023-01-15
9435,value9435,category0,2023-01-16
9436,value9436,category1,2023-01-17
9437,value9437,category2,2023-01-18
9438,value9438,category3,2023-01-19
9439,value9439,category4,2023-01-20
9440,value9440,category0,2023-01-21
9441,value9441,category1,2023-01-22
9442,value9442,category2,2023-01-23
9443,value9443,category3,2023-01-24
9444,value9444,category4,2023-01-25
9445,value9445,category0,2023-01-26
9446,value9446,category1,2023-01-27
9447,value9447,category2,2023-01-28
9448,value9448,category3,2023-01-29
9449,value9449,category4,2023-01-30
9450,value9450,category0,2023-01-01
9451,value9451,category1,2023-01-02
9452,value9452,category2,2023-01-03
9453,value9453,category3,2023-01-04
9454,value9454,category4,2023-01-05
9455,value9455,category0,2023-01-06
9456,value9456,category1,2023-01-07
9457,value9457,category2,2023-01-08
9458,value9458,category3,2023-01-09
9459,value9459,category4,2023-01-10
9460,value9460,category0,2023-01-11
9461,value9461,category1,2023-01-12
9462,value9462,category2,2023-01-13
9463,value9463,category3,2023-01-14
9464,value9464,category4,2023-01-15
9465,value9465,category0,2023-01-16
9466,value9466,category1,2023-01-17
9467,value9467,category2,2023-01-18
9468,value9468,category3,2023-01-19
9469,value9469,category4,2023-01-20
9470,value9470,category0,2023-01-21
9471,value9471,category1,2023-01-22
9472,value9472,category2,2023-01-23
9473,value9473,category3,2023-01-24
9474,value9474,category4,2023-01-25
9475,value9475,category0,2023-01-26
9476,value9476,category1,2023-01-27
9477,value9477,category2,2023-01-28
9478,value9478,category3,2023-01-29
